z,n,symbol,radius,abundance,half life (s),binding energy / A (keV),atomic mass (u),ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
67,108,Ho, , ,1.9,8019,174953516,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
67,109,Ho, , ,0.00000016,7997,175957713,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
67,110,Ho, , , ,7980,176961052,30-Aug-2019,F.G. KONDEV,2022-04-26
67,111,Ho, , , ,7957,177965507,31-JAN-2021,BALRAJ SINGH,2022-04-26
68,75,Er, , , ,7917,142966548,31-May-2011,E. BROWNE and  J. K. TULI,2022-04-26
68,76,Er, , ,0.0000002,7956,143960700,1-Sep-2004,A.A. Sonzogni,2022-04-26
68,77,Er, , , ,7975,144957874,1-Oct-2008,E. BROWNE and  J. K. TULI,2022-04-26
68,78,Er, , ,1.7,8010.5127,145952418.357,14-Jul-2016,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,2022-04-26
68,79,Er, , ,3.2,8026.476,146949964.456,9-Mar-2022,N. Nica and B. Singh,2022-04-26
68,80,Er, , ,4.6,8059.6924,147944735.026,1-Oct-2013,N. NICA,2022-04-26
68,81,Er, , ,4,8074.9558,148942306,20-Apr-2004,BALRAJ SINGH,2022-04-26
68,82,Er,5.0548, ,18.5,8102.1962,149937915.524,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-04-26
68,83,Er, , ,23.5,8104.8723,150937448.567,20-Nov-2008,BALRAJ SINGH,2022-04-26
68,84,Er,5.0843, ,10.3,8119.3485,151935050.347,31-Aug-2013,M. J. MARTIN,2022-04-26
68,85,Er, , ,37.1,8118.8154,152935086.35,16-Aug-2020,N. NICA,2022-04-26
68,86,Er,5.1129, ,223.8,8132.3919,153932790.799,1-May-2008,C. W. Reich,2022-04-26
68,87,Er, , ,318,8129.4444,154933215.71,21-Oct-2019,N. NICA,2022-04-26
68,88,Er,5.1429, ,1170,8141.9084,155931065.926,1-Mar-2012,C. W. REICH,2022-04-26
68,89,Er, , ,1119,8136.3757,156931922.652,4-Dec-2015,N. NICA,2022-04-26
68,90,Er,5.1761, ,8244,8147.927,157929893.474,1-Feb-2017,N. NICA,2022-04-26
68,91,Er, , ,2160,8142.7742,158930690.79,31-Dec-2010,C. W. Reich,2022-04-26
68,92,Er,5.2045, ,102888,8151.7217,159929077.193,1-May-2021,N. NICA,2022-04-26
68,93,Er, , ,11556,8145.8628,160930003.53,1-Jun-2011,C. W. Reich,2022-04-26
68,94,Er,5.2246,0.139, ,8152.3959,161928787.299,1-Mar-2007,C. W. Reich,2022-04-26
68,95,Er, , ,4500,8144.7403,162930039.908,12-Apr-2010,C. W. REICH and  BALRAJ SINGH,2022-04-26
68,96,Er,5.2389,1.601, ,8149.0191,163929207.739,30-Nov-2017,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
68,97,Er, , ,37296,8139.9348,164930733.482,15-Apr-2006,ASHOK K. JAIN AND ANWESHA GHOSH and  BALRAJ SINGH,2022-04-26
68,98,Er,5.2516,33.503, ,8141.9479,165930301.067,1-Mar-2008,CORAL M. BAGLIN,2022-04-26
68,99,Er,5.2560,22.869, ,8131.7352,166932056.192,5-Jul-2000,Coral M. Baglin,2022-04-26
68,100,Er,5.2644,26.978, ,8129.5897,167932378.282,15-Jun-2010,CORAL M. BAGLIN,2022-04-26
68,101,Er, , ,811468.8,8117.0078,168934598.444,15-Jun-2008,CORAL M. BAGLIN,2022-04-26
68,102,Er,5.2789,14.910, ,8111.9529,169935471.933,1-Oct-2018,C.M. Baglin{+1} and  E.A. McCutchan{+2} and  S. Basunia{+1,2022-04-26
68,103,Er, , ,27057.6,8097.7404,170938037.372,30-Jun-2018,CORAL M. BAGLIN and  E.A. MCCUTCHAN,2022-04-26
68,104,Er, , ,177480,8090.4052,171939363.461,08-DEC-2015,BALRAJ SINGH,2022-04-26
68,105,Er, , ,84,8074,172942400,1-Oct-1993,V. S. SHIRLEY,2022-04-26
68,106,Er, , ,192,8064,173944230,1-Nov-1998,E. BROWNE and  HUO JUNDE,2022-04-26
68,107,Er, , ,72,8045,174947770,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2022-04-26
68,108,Er, , ,0.00000016,8034,175949940,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
68,109,Er, , , ,8013,176953990,30-Aug-2019,F.G. KONDEV,2022-04-26
68,110,Er, , ,0.00000016,7999,177956779,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
68,111,Er, , , ,7976,178961267,31-JAN-2021,BALRAJ SINGH,2022-04-26
68,112,Er, , , ,7960,179964380,31-JAN-2021,BALRAJ SINGH,2022-04-26
69,75,Tm, , ,0.0000019,7850,143976211,21-FEB-2008,BALRAJ SINGH AND SCOTT GERAEDTS,2022-04-26
69,76,Tm, , ,0.00000317,7889,144970389,1-Oct-2008,E. BROWNE and  J. K. TULI,2022-04-26
69,77,Tm, , ,0.068,7914,145966661,14-Jul-2016,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,2022-04-26
69,78,Tm, , ,0.58,7948.8178,146961379.887,9-Mar-2022,N. Nica and B. Singh,2022-04-26
69,79,Tm, , ,0.7,7968.5011,147958384.026,1-Oct-2013,N. NICA,2022-04-26
69,80,Tm, , ,0.9,8004,148952828,20-Apr-2004,BALRAJ SINGH,2022-04-26
69,81,Tm, , ,2.2,8021,149950090,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-04-26
69,82,Tm, , ,4.17,8050.0576,150945494.433,20-Nov-2008,BALRAJ SINGH,2022-04-26
69,83,Tm, , ,8,8056.4387,151944476,31-Aug-2013,M. J. MARTIN,2022-04-26
69,84,Tm,5.0643, ,1.48,8071.2571,152942058.023,16-Aug-2020,N. NICA,2022-04-26
69,85,Tm,5.0755, ,8.1,8074.209,153941570.062,1-May-2008,C. W. Reich,2022-04-26
69,86,Tm, , ,21.6,8088.376,154939209.576,21-Oct-2019,N. NICA,2022-04-26
69,87,Tm,5.0976, ,83.8,8089.6032,155938985.746,1-Mar-2012,C. W. REICH,2022-04-26
69,88,Tm,5.1140, ,217.8,8101.4285,156936973,4-Dec-2015,N. NICA,2022-04-26
69,89,Tm,5.1235, ,238.8,8101.1994,157936979.525,1-Feb-2017,N. NICA,2022-04-26
69,90,Tm,5.1392, ,547.8,8112.7549,158934975,31-Dec-2010,C. W. Reich,2022-04-26
69,91,Tm,5.1504, ,564,8110.8124,159935264.177,1-May-2021,N. NICA,2022-04-26
69,92,Tm,5.1616, ,1812,8120.4906,160933549,1-Jun-2011,C. W. Reich,2022-04-26
69,93,Tm,5.1713, ,1302,8117.5868,161934001.211,1-Mar-2007,C. W. Reich,2022-04-26
69,94,Tm,5.1849, ,6516,8124.9774,162932658.282,12-Apr-2010,C. W. REICH and  BALRAJ SINGH,2022-04-26
69,95,Tm,5.1906, ,117,8119.6534,163933538.019,30-Nov-2017,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
69,96,Tm,5.2004, ,108216,8125.5489,164932441.843,15-Apr-2006,ASHOK K. JAIN AND ANWESHA GHOSH and  BALRAJ SINGH,2022-04-26
69,97,Tm,5.2046, ,27720,8118.9357,165933562.136,1-Mar-2008,CORAL M. BAGLIN,2022-04-26
69,98,Tm,5.2129, ,799200,8122.5826,166932857.206,5-Jul-2000,Coral M. Baglin,2022-04-26
69,99,Tm,5.2170, ,8043840,8114.9516,167934178.457,15-Jun-2010,CORAL M. BAGLIN,2022-04-26
69,100,Tm,5.2256,100, ,8114.4702,168934218.956,15-Jun-2008,CORAL M. BAGLIN,2022-04-26
69,101,Tm,5.2303, ,11111040,8105.5144,169935807.093,1-Oct-2018,C.M. Baglin{+1} and  E.A. McCutchan{+2} and  S. Basunia{+1,2022-04-26
69,102,Tm,5.2388, ,60589297.87121664,8101.8931,170936435.162,30-Jun-2018,CORAL M. BAGLIN and  E.A. MCCUTCHAN,2022-04-26
69,103,Tm,5.2411, ,228960,8091.0367,171938406.959,08-DEC-2015,BALRAJ SINGH,2022-04-26
69,104,Tm, , ,29664,8084.4633,172939606.63,1-Oct-1993,V. S. SHIRLEY,2022-04-26
69,105,Tm, , ,324,8070.6432,173942174.061,1-Nov-1998,E. BROWNE and  HUO JUNDE,2022-04-26
69,106,Tm, , ,912,8061.7673,174943842.31,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2022-04-26
69,107,Tm, , ,114,8045.1214,175946997.707,15-Sep-2005,M.S. BASUNIA,2022-04-26
69,108,Tm, , ,95,8035,176948932,30-Aug-2019,F.G. KONDEV,2022-04-26
69,109,Tm, , ,0.0000003,8017,177952506,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
69,110,Tm, , ,0.00000016,8004,178955018,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
69,111,Tm, , ,0.0000003,7983,179959023,1-Feb-2015,E.A. MCCUTCHAN,2022-04-26
69,112,Tm, , ,0.00000016,7969,180961954,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
70,79,Yb, , ,0.7,7927,148964219,20-Apr-2004,BALRAJ SINGH,2022-04-26
70,80,Yb, , ,0.0000002,7965,149958314,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-04-26
70,81,Yb, , ,1.6,7983.7556,150955402.453,20-Nov-2008,BALRAJ SINGH,2022-04-26
70,82,Yb,5.0423, ,3.03,8015.4371,151950326.699,31-Aug-2013,M. J. MARTIN,2022-04-26
70,83,Yb, , ,4.2,8022,152949372,16-Aug-2020,N. NICA,2022-04-26
70,84,Yb,5.0875, ,0.409,8039.9402,153946395.696,1-May-2008,C. W. Reich,2022-04-26
70,85,Yb,5.1040, ,1.793,8043.8234,154945783.216,21-Oct-2019,N. NICA,2022-04-26
70,86,Yb,5.1219, ,26.1,8061.7107,155942817.096,1-Mar-2012,C. W. REICH,2022-04-26
70,87,Yb,5.1324, ,38.6,8062.7551,156942651.368,4-Dec-2015,N. NICA,2022-04-26
70,88,Yb,5.1498, ,89.4,8079.1999,157939871.202,1-Feb-2017,N. NICA,2022-04-26
70,89,Yb,5.1629, ,100.2,8078.0428,158940060.257,31-Dec-2010,C. W. Reich,2022-04-26
70,90,Yb,5.1781, ,288,8092.5614,159937559.21,1-May-2021,N. NICA,2022-04-26
70,91,Yb,5.1889, ,252,8090.3861,160937912.384,1-Jun-2011,C. W. Reich,2022-04-26
70,92,Yb,5.2054, ,1132.2,8102.5333,161935779.342,1-Mar-2007,C. W. Reich,2022-04-26
70,93,Yb,5.2157, ,663,8099.1069,162936345.406,12-Apr-2010,C. W. REICH and  BALRAJ SINGH,2022-04-26
70,94,Yb,5.2307, ,4548,8109.4149,163934500.743,30-Nov-2017,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
70,95,Yb,5.2399, ,594,8104.8399,164935270.241,15-Apr-2006,ASHOK K. JAIN AND ANWESHA GHOSH and  BALRAJ SINGH,2022-04-26
70,96,Yb,5.2525, ,204120,8112.4591,165933876.439,1-Mar-2008,CORAL M. BAGLIN,2022-04-26
70,97,Yb,5.2621, ,1050,8106.202,166934954.069,5-Jul-2000,Coral M. Baglin,2022-04-26
70,98,Yb,5.2702,0.123, ,8111.887,167933891.297,15-Jun-2010,CORAL M. BAGLIN,2022-04-26
70,99,Yb,5.2771, ,2766355.2,8104.5206,168935184.208,15-Jun-2008,CORAL M. BAGLIN,2022-04-26
70,100,Yb,5.2853,2.982, ,8106.6101,169934767.242,1-Oct-2018,C.M. Baglin{+1} and  E.A. McCutchan{+2} and  S. Basunia{+1,2022-04-26
70,101,Yb,5.2906,14.086, ,8097.8826,170936331.515,30-Jun-2018,CORAL M. BAGLIN and  E.A. MCCUTCHAN,2022-04-26
70,102,Yb,5.2995,21.686, ,8097.4295,171936386.654,31-May-1995,BALRAJ SINGH,2022-04-26
70,103,Yb,5.3046,16.103, ,8087.4276,172938216.211,1-Oct-1993,V. S. SHIRLEY,2022-04-26
70,104,Yb,5.3108,32.025, ,8083.8481,173938867.545,1-Nov-1998,E. BROWNE and  HUO JUNDE,2022-04-26
70,105,Yb,5.3135, ,361584,8070.9253,174941281.907,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2022-04-26
70,106,Yb,5.3215,12.995, ,8064.0853,175942574.706,15-Sep-2005,M.S. BASUNIA,2022-04-26
70,107,Yb, , ,6879.6,8049.9741,176945263.846,30-Aug-2019,F.G. KONDEV,2022-04-26
70,108,Yb, , ,4440,8042.7386,177946669.4,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2022-04-26
70,109,Yb, , ,480,8026,178949930,15-Nov-2008,Coral M. BAGLIN,2022-04-26
70,110,Yb, , ,144,8016,179951991,1-Feb-2015,E.A. MCCUTCHAN,2022-04-26
70,111,Yb, , ,0.00000016,7996,180955890,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
70,112,Yb, , ,0.00000016,7984,181958239,15-Jul-2015,BALRAJ SINGH,2022-04-26
70,113,Yb, , ,0.000000222,7963,182962426,15-Apr-2015,CORAL M. BAGLIN,2022-04-26
70,114,Yb, , ,0.00000016,7951,183965002,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
70,115,Yb, , ,0.00000016,7929,184969425,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
71,79,Lu, , ,0.045,7866,149973407,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2022-04-26
71,80,Lu, , ,0.0806,7904,150967471,20-Nov-2008,BALRAJ SINGH,2022-04-26
71,81,Lu, , ,0.7,7926,151964120,3-JAN-2020,M. J. MARTIN,2022-04-26
71,82,Lu, , ,0.9,7959.0882,152958802.248,16-Aug-2020,N. NICA,2022-04-26
71,83,Lu, , , ,7968,153957416,1-May-2008,C. W. Reich,2022-04-26
71,84,Lu, , ,0.068,7987.4369,154954326.005,21-Oct-2019,N. NICA,2022-04-26
71,85,Lu, , ,0.494,7995.3752,155953086.606,1-Mar-2012,C. W. REICH,2022-04-26
71,86,Lu, , ,6.8,8013.3128,156950144.807,4-Dec-2015,N. NICA,2022-04-26
71,87,Lu, , ,10.6,8018.5685,157949315.62,1-Feb-2017,N. NICA,2022-04-26
71,88,Lu, , ,12.1,8034.6009,158946635.615,31-Dec-2010,C. W. Reich,2022-04-26
71,89,Lu, , ,36.1,8038.3387,159946033,1-May-2021,N. NICA,2022-04-26
71,90,Lu,5.2293, ,77,8052.7821,160943572,1-Jun-2011,C. W. Reich,2022-04-26
71,91,Lu,5.2398, ,82.2,8054.5596,161943282.776,1-Mar-2007,C. W. Reich,2022-04-26
71,92,Lu,5.2567, ,238.2,8066.6848,162941179,12-Apr-2010,C. W. REICH and  BALRAJ SINGH,2022-04-26
71,93,Lu,5.2677, ,188.4,8065.8043,163941339,30-Nov-2017,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
71,94,Lu,5.2830, ,644.4,8076.746,164939406.758,15-Apr-2006,ASHOK K. JAIN AND ANWESHA GHOSH and  BALRAJ SINGH,2022-04-26
71,95,Lu,5.2972, ,159,8074.1756,165939859,1-Mar-2008,CORAL M. BAGLIN,2022-04-26
71,96,Lu,5.3108, ,3090,8083.1722,166938243,5-Jul-2000,Coral M. Baglin,2022-04-26
71,97,Lu,5.3227, ,330,8080.4026,167938729.798,15-Jun-2010,CORAL M. BAGLIN,2022-04-26
71,98,Lu,5.3290, ,122616,8086.3233,168937645.845,15-Jun-2008,CORAL M. BAGLIN,2022-04-26
71,99,Lu,5.3364, ,173836.8,8081.6686,169938479.23,1-Oct-2018,C.M. Baglin{+1} and  E.A. McCutchan{+2} and  S. Basunia{+1,2022-04-26
71,100,Lu,5.3436, ,712540.8,8084.6621,170937918.591,30-Jun-2018,CORAL M. BAGLIN and  E.A. MCCUTCHAN,2022-04-26
71,101,Lu,5.3486, ,578880,8078.2334,171939091.32,31-May-1995,BALRAJ SINGH,2022-04-26
71,102,Lu,5.3577, ,43232988.58519104,8079.0312,172938935.722,1-Oct-1993,V. S. SHIRLEY,2022-04-26
71,103,Lu,5.3634, ,104453424.97589952,8071.454,173940342.84,1-Nov-1998,E. BROWNE and  HUO JUNDE,2022-04-26
71,104,Lu,5.3700,97.401, ,8069.1412,174940777.211,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2022-04-26
71,105,Lu,5.3739,2.599,1.1865404166446592e18,8059.0209,175942691.711,15-Sep-2005,M.S. BASUNIA,2022-04-26
71,106,Lu,5.3815, ,574067.52,8053.4495,176943763.57,30-Aug-2019,F.G. KONDEV,2022-04-26
71,107,Lu,5.3857, ,1704,8042.0554,177945960.065,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2022-04-26
71,108,Lu,5.3917, ,16524,8035.0744,178947332.985,15-Nov-2008,Coral M. BAGLIN,2022-04-26
71,109,Lu, , ,342,8022.0394,179949890.744,1-Feb-2015,E.A. MCCUTCHAN,2022-04-26
71,110,Lu, , ,210,8011.9301,180951908,31-Aug-2005,S. -C. WU,2022-04-26
71,111,Lu, , ,120,7996,181955158,15-Jul-2015,BALRAJ SINGH,2022-04-26
71,112,Lu, , ,58,7984.8125,182957363,15-Apr-2015,CORAL M. BAGLIN,2022-04-26
71,113,Lu, , ,19,7967,183961030,1-Oct-2009,CORAL M. BAGLIN,2022-04-26
71,114,Lu, , ,0.00000016,7955,184963542,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
71,115,Lu, , ,0.00000016,7936,185967450,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
71,116,Lu, , ,0.00000016,7923,186970188,30-SEP-2013,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
71,117,Lu, , , ,7903,187974428,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2022-04-26
72,79,Hf, , , , , ,3-JAN-2020,BALRAJ SINGH,2022-04-26
72,81,Hf, , , ,7882,152970692,16-Aug-2020,N. NICA,2022-04-26
72,82,Hf, , ,2,7918,153964863,1-May-2008,C. W. Reich,2022-04-26
72,83,Hf, , ,0.843,7929,154963167,21-Oct-2019,N. NICA,2022-04-26
72,84,Hf, , ,0.023,7952.6676,155959399.083,1-Mar-2012,C. W. REICH,2022-04-26
72,85,Hf, , ,0.115,7960,156958288,4-Dec-2015,N. NICA,2022-04-26
72,86,Hf, , ,2.85,7981.2764,157954801.217,1-Feb-2017,N. NICA,2022-04-26
72,87,Hf, , ,5.6,7986.561,158953995.837,31-Dec-2010,C. W. Reich,2022-04-26
72,88,Hf, , ,13.6,8006.3791,159950682.728,1-May-2021,N. NICA,2022-04-26
72,89,Hf, , ,18.4,8009.1245,160950277.927,31-DEC-2014,BALRAJ SINGH,2022-04-26
72,90,Hf, , ,39.4,8027.1171,161947215.526,1-Mar-2007,C. W. Reich,2022-04-26
72,91,Hf, , ,40,8028.0072,162947107.211,31-DEC-2014,BALRAJ SINGH,2022-04-26
72,92,Hf, , ,111,8043.8142,163944370.709,30-Nov-2017,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
72,93,Hf, , ,76,8042.8728,164944567,15-Apr-2006,ASHOK K. JAIN AND ANWESHA GHOSH and  BALRAJ SINGH,2022-04-26
72,94,Hf, , ,406.2,8056.4386,165942180,1-Mar-2008,CORAL M. BAGLIN,2022-04-26
72,95,Hf, , ,123,8054.185,166942600,5-Jul-2000,Coral M. Baglin,2022-04-26
72,96,Hf, , ,1557,8065.5536,167940568,15-Jun-2010,CORAL M. BAGLIN,2022-04-26
72,97,Hf, , ,194.4,8061.7791,168941259,15-Jun-2008,CORAL M. BAGLIN,2022-04-26
72,98,Hf,5.2898, ,57636,8070.8762,169939609,1-Oct-2018,C.M. Baglin{+1} and  E.A. McCutchan{+2} and  S. Basunia{+1,2022-04-26
72,99,Hf,5.3041, ,43560,8066.0687,170940492,30-Jun-2018,CORAL M. BAGLIN and  E.A. MCCUTCHAN,2022-04-26
72,100,Hf,5.3065, ,59011451.57248704,8071.7439,171939449.716,31-May-1995,BALRAJ SINGH,2022-04-26
72,101,Hf,5.3140, ,84960,8066.0164,172940513,1-Oct-1993,V. S. SHIRLEY,2022-04-26
72,102,Hf,5.3201,0.16,6.3113851949184e22,8068.5341,173940048.377,1-Nov-1998,E. BROWNE and  HUO JUNDE,2022-04-26
72,103,Hf,5.3191, ,6048000,8060.7625,174941511.424,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2022-04-26
72,104,Hf,5.3286,5.26, ,8061.3604,175941409.797,15-Sep-2005,M.S. BASUNIA,2022-04-26
72,105,Hf,5.3309,18.60, ,8051.8365,176943230.187,30-Aug-2019,F.G. KONDEV,2022-04-26
72,106,Hf,5.3371,27.28, ,8049.4438,177943708.322,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2022-04-26
72,107,Hf,5.3408,13.62, ,8038.5474,178945825.705,15-Nov-2008,Coral M. BAGLIN,2022-04-26
72,108,Hf,5.3470,35.08, ,8034.9319,179946559.537,1-Feb-2015,E.A. MCCUTCHAN,2022-04-26
72,109,Hf, , ,3662496,8022.003,180949110.834,31-Aug-2005,S. -C. WU,2022-04-26
72,110,Hf,5.3516, ,280856641173868.8,8014.8381,181950563.684,15-Jul-2015,BALRAJ SINGH,2022-04-26
72,111,Hf, , ,3664.8,8000.0315,182953533.203,15-Apr-2015,CORAL M. BAGLIN,2022-04-26
72,112,Hf, , ,14832,7990.7228,183955448.507,1-Oct-2009,CORAL M. BAGLIN,2022-04-26
72,113,Hf, , ,210,7973.9711,184958862,1-Nov-2005,S. -C. WU,2022-04-26
72,114,Hf, , ,156,7964.3032,185960897,4-Apr-2003,CORAL M. BAGLIN,2022-04-26
72,115,Hf, , , ,7947,186964573,1-Nov-2008,M. S. Basunia,2022-04-26
72,116,Hf, , , ,7936,187966903,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2022-04-26
72,117,Hf, , , ,7917,188970853,15-Apr-2017,T.D. JOHNSON and  BALRAJ SINGH,2022-04-26
72,118,Hf, , , ,7905,189973376,15-Oct-2020,Balraj Singh and {+1} and Jun Chen{+2},2022-04-26
73,82,Ta, , ,0.0029,7858,154974248,21-Oct-2019,N. NICA,2022-04-26
73,83,Ta, , ,0.106,7872,155972087,1-Mar-2012,C. W. REICH,2022-04-26
73,84,Ta, , ,0.0101,7896.0608,156968227.445,4-Dec-2015,N. NICA,2022-04-26
73,85,Ta, , ,0.055,7907,157966593,1-Feb-2017,N. NICA,2022-04-26
73,86,Ta, , ,0.83,7928.7258,158963028.046,31-Dec-2010,C. W. Reich,2022-04-26
73,87,Ta, , ,1.55,7938.2704,159961541.678,1-May-2021,N. NICA,2022-04-26
73,88,Ta, , , ,7957.45,160958369.489,1-Jun-2011,C. W. Reich,2022-04-26
73,89,Ta, , ,3.57,7964.3432,161957292.907,31-JUL-2015,BALRAJ SINGH,2022-04-26
73,90,Ta, , ,10.6,7981.8905,162954337.194,12-Apr-2010,C. W. REICH and  BALRAJ SINGH,2022-04-26
73,91,Ta, , ,14.2,7986.9978,163953534,30-Nov-2017,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
73,92,Ta, , ,31,8003.0547,164950780.287,15-Apr-2006,ASHOK K. JAIN AND ANWESHA GHOSH and  BALRAJ SINGH,2022-04-26
73,93,Ta, , ,34.4,8004.9714,165950512,1-Mar-2008,CORAL M. BAGLIN,2022-04-26
73,94,Ta, , ,80,8018.8614,166948093,23-May-2013,CORAL M. BAGLIN,2022-04-26
73,95,Ta, , ,120,8019.4287,167948047,15-Jun-2010,CORAL M. BAGLIN,2022-04-26
73,96,Ta, , ,294,8030.9577,168946011,15-Jun-2008,CORAL M. BAGLIN,2022-04-26
73,97,Ta, , ,405.6,8030.2965,169946175,1-Oct-2018,C.M. Baglin{+1} and  E.A. McCutchan{+2} and  S. Basunia{+1,2022-04-26
73,98,Ta, , ,1398,8039.7914,170944476,30-Jun-2018,CORAL M. BAGLIN and  E.A. MCCUTCHAN,2022-04-26
73,99,Ta, , ,2208,8037.7056,171944895,08-DEC-2015,BALRAJ SINGH,2022-04-26
73,100,Ta, , ,11304,8044.065,172943750,1-Oct-1993,V. S. SHIRLEY,2022-04-26
73,101,Ta, , ,4104,8040.4528,173944454,1-Nov-1998,E. BROWNE and  HUO JUNDE,2022-04-26
73,102,Ta, , ,37800,8044.4456,174943737,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2022-04-26
73,103,Ta, , ,29124,8038.6706,175944857,15-Sep-2005,M.S. BASUNIA,2022-04-26
73,104,Ta, , ,202896,8040.8289,176944481.94,30-Aug-2019,F.G. KONDEV,2022-04-26
73,105,Ta, , ,8496,8035,177945680,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2022-04-26
73,106,Ta, , ,57433605.27375744,8033.5869,178945939.05,15-Nov-2008,Coral M. BAGLIN,2022-04-26
73,107,Ta, , ,29354.4,8025.8864,179947467.589,1-Feb-2015,E.A. MCCUTCHAN,2022-04-26
73,108,Ta,5.3507,99.98799, ,8023.405,180947998.528,31-Aug-2005,S. -C. WU,2022-04-26
73,109,Ta, , ,9913536,8012.6332,181950154.612,15-Jul-2015,BALRAJ SINGH,2022-04-26
73,110,Ta, , ,440640,8006.74,182951375.38,15-Apr-2015,CORAL M. BAGLIN,2022-04-26
73,111,Ta, , ,31320,7993.7535,183954009.958,1-Oct-2009,CORAL M. BAGLIN,2022-04-26
73,112,Ta, , ,2964,7986.3615,184955561.317,1-Nov-2005,S. -C. WU,2022-04-26
73,113,Ta, , ,630,7971.8357,185958553.036,4-Apr-2003,CORAL M. BAGLIN,2022-04-26
73,114,Ta, , , ,7963.2123,186960391,1-Nov-2008,M. S. Basunia,2022-04-26
73,115,Ta, , ,19.6,7948,187963596,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2022-04-26
73,116,Ta, , , ,7938,188965690,15-Apr-2017,T.D. JOHNSON and  BALRAJ SINGH,2022-04-26
73,117,Ta, , ,5.3,7922,189969168,15-Oct-2020,Balraj Singh and {+1} and Jun Chen{+2},2022-04-26
73,118,Ta, , ,0.0000003,7911,190971530,31-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
73,119,Ta, , ,2.2,7894,191975201,15-Jun-2012,Coral M. Baglin,2022-04-26
73,120,Ta, , , ,7883,192977660,31-Mar-2017,M. Shamsuzzoha Basunia,2022-04-26
73,121,Ta, , , ,7865,193981610,3-Sep-2021,Jun Chen and Balraj Singh,2022-04-26
74,83,W, , ,0.275,7828,156978862,4-Dec-2015,N. NICA,2022-04-26
74,84,W, , ,0.00125,7855,157974565,31-DEC-2017,B. SINGH AND N. NICA,2022-04-26
74,85,W, , ,0.0073,7867,158972696,31-Dec-2010,C. W. Reich,2022-04-26
74,86,W, , ,0.091,7892.7893,159968513.946,1-May-2021,N. NICA,2022-04-26
74,87,W, , ,0.409,7901,160967249,1-Jun-2011,C. W. Reich,2022-04-26
74,88,W, , ,1.19,7923.8214,161963500.341,29-FEB-2016,BALRAJ SINGH,2022-04-26
74,89,W, , ,2.67,7930.3043,162962524.251,12-Apr-2010,C. W. REICH and  BALRAJ SINGH,2022-04-26
74,90,W, , ,6.3,7951.4515,163958952.445,30-Nov-2017,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
74,91,W, , ,5.1,7955.9704,164958280.663,15-Apr-2006,ASHOK K. JAIN AND ANWESHA GHOSH and  BALRAJ SINGH,2022-04-26
74,92,W, , ,19.2,7974.8951,165955031.952,1-Mar-2008,CORAL M. BAGLIN,2022-04-26
